store_id,category_id,month_start,units_sold,year,month,lag_1,lag_2,lag_3,lag_12,rolling_mean_3,rolling_mean_6
3,1,2017-04-01,10,2017,4,8.0,11.0,1.0,0.0,6.666666666666667,4.166666666666667
3,2,2017-04-01,2,2017,4,6.0,9.0,1.0,0.0,5.333333333333333,4.0
3,3,2017-04-01,3,2017,4,11.0,14.0,7.0,4.0,10.666666666666666,8.666666666666666
3,4,2017-04-01,0,2017,4,2.0,0.0,2.0,0.0,1.3333333333333333,1.5
3,5,2017-04-01,0,2017,4,0.0,0.0,0.0,0.0,0.0,0.5
3,6,2017-04-01,8,2017,4,7.0,11.0,4.0,3.0,7.333333333333333,6.333333333333333
3,7,2017-04-01,6,2017,4,5.0,6.0,4.0,0.0,5.0,2.5
1,1,2017-05-01,10,2017,5,8.0,14.0,7.0,3.0,9.666666666666666,10.166666666666666
1,2,2017-05-01,4,2017,5,5.0,5.0,8.0,6.0,6.0,5.666666666666667
1,3,2017-05-01,12,2017,5,3.0,13.0,4.0,6.0,6.666666666666667,9.166666666666666
1,4,2017-05-01,2,2017,5,0.0,1.0,3.0,8.0,1.3333333333333333,1.8333333333333333
1,5,2017-05-01,0,2017,5,0.0,0.0,1.0,1.0,0.3333333333333333,1.1666666666666667
1,6,2017-05-01,18,2017,5,4.0,17.0,16.0,6.0,12.333333333333334,12.333333333333334
1,7,2017-05-01,3,2017,5,3.0,6.0,4.0,0.0,4.333333333333333,3.3333333333333335
2,1,2017-05-01,25,2017,5,41.0,44.0,34.0,18.0,39.666666666666664,29.5
2,2,2017-05-01,28,2017,5,26.0,13.0,19.0,15.0,19.333333333333332,20.5
2,3,2017-05-01,45,2017,5,62.0,49.0,32.0,57.0,47.666666666666664,44.666666666666664
2,4,2017-05-01,6,2017,5,6.0,8.0,11.0,14.0,8.333333333333334,9.833333333333334
2,5,2017-05-01,4,2017,5,3.0,4.0,3.0,2.0,3.3333333333333335,6.333333333333333
2,6,2017-05-01,49,2017,5,39.0,63.0,37.0,58.0,46.333333333333336,38.333333333333336
2,7,2017-05-01,23,2017,5,14.0,18.0,20.0,0.0,17.333333333333332,12.666666666666666
3,1,2017-05-01,3,2017,5,10.0,8.0,11.0,0.0,9.666666666666666,5.5
3,2,2017-05-01,0,2017,5,2.0,6.0,9.0,5.0,5.666666666666667,4.0
3,3,2017-05-01,5,2017,5,3.0,11.0,14.0,11.0,9.333333333333334,7.833333333333333
3,4,2017-05-01,1,2017,5,0.0,2.0,0.0,0.0,0.6666666666666666,1.5
3,5,2017-05-01,0,2017,5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
3,6,2017-05-01,0,2017,5,8.0,7.0,11.0,5.0,8.666666666666666,7.166666666666667
3,7,2017-05-01,1,2017,5,6.0,5.0,6.0,0.0,5.666666666666667,3.5
1,1,2017-06-01,3,2017,6,10.0,8.0,14.0,5.0,10.666666666666666,10.333333333333334
1,2,2017-06-01,4,2017,6,4.0,5.0,5.0,1.0,4.666666666666667,5.666666666666667
1,3,2017-06-01,17,2017,6,12.0,3.0,13.0,17.0,9.333333333333334,9.833333333333334
1,4,2017-06-01,2,2017,6,2.0,0.0,1.0,4.0,1.0,2.0
1,5,2017-06-01,2,2017,6,0.0,0.0,0.0,2.0,0.0,0.3333333333333333
1,6,2017-06-01,12,2017,6,18.0,4.0,17.0,8.0,13.0,12.833333333333334
1,7,2017-06-01,4,2017,6,3.0,3.0,6.0,0.0,4.0,3.8333333333333335
2,1,2017-06-01,32,2017,6,25.0,41.0,44.0,18.0,36.666666666666664,32.0
2,2,2017-06-01,22,2017,6,28.0,26.0,13.0,18.0,22.333333333333332,22.0
2,3,2017-06-01,60,2017,6,45.0,62.0,49.0,29.0,52.0,44.833333333333336
2,4,2017-06-01,12,2017,6,6.0,6.0,8.0,13.0,6.666666666666667,8.833333333333334
2,5,2017-06-01,3,2017,6,4.0,3.0,4.0,7.0,3.6666666666666665,5.833333333333333
2,6,2017-06-01,32,2017,6,49.0,39.0,63.0,51.0,50.333333333333336,43.0
2,7,2017-06-01,28,2017,6,23.0,14.0,18.0,0.0,18.333333333333332,16.5
3,1,2017-06-01,9,2017,6,3.0,10.0,8.0,0.0,7.0,6.0
3,2,2017-06-01,6,2017,6,0.0,2.0,6.0,0.0,2.6666666666666665,3.3333333333333335
3,3,2017-06-01,17,2017,6,5.0,3.0,11.0,6.0,6.333333333333333,7.666666666666667
3,4,2017-06-01,0,2017,6,1.0,0.0,2.0,4.0,1.0,1.3333333333333333
3,5,2017-06-01,3,2017,6,0.0,0.0,0.0,2.0,0.0,0.0
3,6,2017-06-01,12,2017,6,0.0,8.0,7.0,7.0,5.0,6.0
3,7,2017-06-01,7,2017,6,1.0,6.0,5.0,0.0,4.0,3.6666666666666665
1,1,2017-07-01,9,2017,7,3.0,10.0,8.0,3.0,7.0,9.333333333333334
1,2,2017-07-01,2,2017,7,4.0,4.0,5.0,0.0,4.333333333333333,5.166666666666667
1,3,2017-07-01,16,2017,7,17.0,12.0,3.0,2.0,10.666666666666666,10.666666666666666
1,4,2017-07-01,2,2017,7,2.0,2.0,0.0,3.0,1.3333333333333333,1.8333333333333333
1,5,2017-07-01,4,2017,7,2.0,0.0,0.0,1.0,0.6666666666666666,0.5
1,6,2017-07-01,11,2017,7,12.0,18.0,4.0,8.0,11.333333333333334,12.666666666666666
1,7,2017-07-01,4,2017,7,4.0,3.0,3.0,0.0,3.3333333333333335,4.5
2,1,2017-07-01,40,2017,7,32.0,25.0,41.0,18.0,32.666666666666664,34.166666666666664
2,2,2017-07-01,20,2017,7,22.0,28.0,26.0,20.0,25.333333333333332,22.833333333333332
2,3,2017-07-01,57,2017,7,60.0,45.0,62.0,70.0,55.666666666666664,44.666666666666664
2,4,2017-07-01,6,2017,7,12.0,6.0,6.0,19.0,8.0,7.666666666666667
2,5,2017-07-01,5,2017,7,3.0,4.0,3.0,8.0,3.3333333333333335,4.666666666666667
2,6,2017-07-01,46,2017,7,32.0,49.0,39.0,47.0,40.0,43.5
2,7,2017-07-01,11,2017,7,28.0,23.0,14.0,0.0,21.666666666666668,21.166666666666668
3,1,2017-07-01,2,2017,7,9.0,3.0,10.0,3.0,7.333333333333333,7.0
3,2,2017-07-01,0,2017,7,6.0,0.0,2.0,0.0,2.6666666666666665,4.0
3,3,2017-07-01,2,2017,7,17.0,5.0,3.0,3.0,8.333333333333334,9.5
3,4,2017-07-01,0,2017,7,0.0,1.0,0.0,2.0,0.3333333333333333,0.8333333333333334
3,5,2017-07-01,0,2017,7,3.0,0.0,0.0,1.0,1.0,0.5
3,6,2017-07-01,1,2017,7,12.0,0.0,8.0,3.0,6.666666666666667,7.0
3,7,2017-07-01,0,2017,7,7.0,1.0,6.0,0.0,4.666666666666667,4.833333333333333
1,1,2017-08-01,10,2017,8,9.0,3.0,10.0,5.0,7.333333333333333,8.5
1,2,2017-08-01,3,2017,8,2.0,4.0,4.0,4.0,3.3333333333333335,4.666666666666667
1,3,2017-08-01,14,2017,8,16.0,17.0,12.0,13.0,15.0,10.833333333333334
1,4,2017-08-01,3,2017,8,2.0,2.0,2.0,5.0,2.0,1.6666666666666667
1,5,2017-08-01,2,2017,8,4.0,2.0,0.0,1.0,2.0,1.1666666666666667
1,6,2017-08-01,19,2017,8,11.0,12.0,18.0,12.0,13.666666666666666,13.0
1,7,2017-08-01,2,2017,8,4.0,4.0,3.0,0.0,3.6666666666666665,4.0
2,1,2017-08-01,29,2017,8,40.0,32.0,25.0,23.0,32.333333333333336,36.0
2,2,2017-08-01,21,2017,8,20.0,22.0,28.0,24.0,23.333333333333332,21.333333333333332
2,3,2017-08-01,50,2017,8,57.0,60.0,45.0,43.0,54.0,50.833333333333336
2,4,2017-08-01,8,2017,8,6.0,12.0,6.0,15.0,8.0,8.166666666666666
2,5,2017-08-01,14,2017,8,5.0,3.0,4.0,6.0,4.0,3.6666666666666665
2,6,2017-08-01,38,2017,8,46.0,32.0,49.0,46.0,42.333333333333336,44.333333333333336
2,7,2017-08-01,13,2017,8,11.0,28.0,23.0,0.0,20.666666666666668,19.0
3,1,2017-08-01,2,2017,8,2.0,9.0,3.0,7.0,4.666666666666667,7.166666666666667
3,2,2017-08-01,8,2017,8,0.0,6.0,0.0,2.0,2.0,3.8333333333333335
3,3,2017-08-01,14,2017,8,2.0,17.0,5.0,20.0,8.0,8.666666666666666
3,4,2017-08-01,0,2017,8,0.0,0.0,1.0,1.0,0.3333333333333333,0.5
3,5,2017-08-01,1,2017,8,0.0,3.0,0.0,1.0,1.0,0.5
3,6,2017-08-01,13,2017,8,1.0,12.0,0.0,6.0,4.333333333333333,6.5
3,7,2017-08-01,5,2017,8,0.0,7.0,1.0,0.0,2.6666666666666665,4.166666666666667
1,1,2017-09-01,7,2017,9,10.0,9.0,3.0,4.0,7.333333333333333,9.0
1,2,2017-09-01,14,2017,9,3.0,2.0,4.0,10.0,3.0,3.8333333333333335
1,3,2017-09-01,7,2017,9,14.0,16.0,17.0,28.0,15.666666666666666,12.5
1,4,2017-09-01,0,2017,9,3.0,2.0,2.0,6.0,2.3333333333333335,1.6666666666666667
1,5,2017-09-01,2,2017,9,2.0,4.0,2.0,2.0,2.6666666666666665,1.3333333333333333
1,6,2017-09-01,9,2017,9,19.0,11.0,12.0,22.0,14.0,13.5
1,7,2017-09-01,5,2017,9,2.0,4.0,4.0,0.0,3.3333333333333335,3.6666666666666665
2,1,2017-09-01,37,2017,9,29.0,40.0,32.0,21.0,33.666666666666664,35.166666666666664
2,2,2017-09-01,14,2017,9,21.0,20.0,22.0,21.0,21.0,21.666666666666668
2,3,2017-09-01,36,2017,9,50.0,57.0,60.0,52.0,55.666666666666664,53.833333333333336
2,4,2017-09-01,8,2017,9,8.0,6.0,12.0,9.0,8.666666666666666,7.666666666666667
2,5,2017-09-01,9,2017,9,14.0,5.0,3.0,5.0,7.333333333333333,5.5
2,6,2017-09-01,36,2017,9,38.0,46.0,32.0,60.0,38.666666666666664,44.5
2,7,2017-09-01,19,2017,9,13.0,11.0,28.0,0.0,17.333333333333332,17.833333333333332
3,1,2017-09-01,4,2017,9,2.0,2.0,9.0,7.0,4.333333333333333,5.666666666666667
3,2,2017-09-01,2,2017,9,8.0,0.0,6.0,0.0,4.666666666666667,3.6666666666666665
3,3,2017-09-01,4,2017,9,14.0,2.0,17.0,13.0,11.0,8.666666666666666
3,4,2017-09-01,0,2017,9,0.0,0.0,0.0,3.0,0.0,0.5
3,5,2017-09-01,1,2017,9,1.0,0.0,3.0,2.0,1.3333333333333333,0.6666666666666666
3,6,2017-09-01,18,2017,9,13.0,1.0,12.0,14.0,8.666666666666666,6.833333333333333
3,7,2017-09-01,5,2017,9,5.0,0.0,7.0,0.0,4.0,4.0
1,1,2017-10-01,6,2017,10,7.0,10.0,9.0,8.0,8.666666666666666,7.833333333333333
1,2,2017-10-01,8,2017,10,14.0,3.0,2.0,10.0,6.333333333333333,5.333333333333333
1,3,2017-10-01,13,2017,10,7.0,14.0,16.0,30.0,12.333333333333334,11.5
1,4,2017-10-01,0,2017,10,0.0,3.0,2.0,10.0,1.6666666666666667,1.5
1,5,2017-10-01,1,2017,10,2.0,2.0,4.0,8.0,2.6666666666666665,1.6666666666666667
1,6,2017-10-01,14,2017,10,9.0,19.0,11.0,14.0,13.0,12.166666666666666
1,7,2017-10-01,0,2017,10,5.0,2.0,4.0,0.0,3.6666666666666665,3.5
2,1,2017-10-01,42,2017,10,37.0,29.0,40.0,36.0,35.333333333333336,34.0
2,2,2017-10-01,32,2017,10,14.0,21.0,20.0,20.0,18.333333333333332,21.833333333333332
2,3,2017-10-01,66,2017,10,36.0,50.0,57.0,48.0,47.666666666666664,51.666666666666664
2,4,2017-10-01,13,2017,10,8.0,8.0,6.0,9.0,7.333333333333333,7.666666666666667
2,5,2017-10-01,5,2017,10,9.0,14.0,5.0,5.0,9.333333333333334,6.333333333333333
2,6,2017-10-01,49,2017,10,36.0,38.0,46.0,39.0,40.0,40.0
2,7,2017-10-01,22,2017,10,19.0,13.0,11.0,0.0,14.333333333333334,18.0
3,1,2017-10-01,6,2017,10,4.0,2.0,2.0,2.0,2.6666666666666665,5.0
3,2,2017-10-01,3,2017,10,2.0,8.0,0.0,2.0,3.3333333333333335,3.0
3,3,2017-10-01,6,2017,10,4.0,14.0,2.0,8.0,6.666666666666667,7.5
3,4,2017-10-01,0,2017,10,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
3,5,2017-10-01,0,2017,10,1.0,1.0,0.0,2.0,0.6666666666666666,0.8333333333333334
3,6,2017-10-01,6,2017,10,18.0,13.0,1.0,3.0,10.666666666666666,8.666666666666666
3,7,2017-10-01,1,2017,10,5.0,5.0,0.0,0.0,3.3333333333333335,4.0
1,1,2017-11-01,12,2017,11,6.0,7.0,10.0,9.0,7.666666666666667,7.5
1,2,2017-11-01,4,2017,11,8.0,14.0,3.0,4.0,8.333333333333334,5.833333333333333
1,3,2017-11-01,7,2017,11,13.0,7.0,14.0,8.0,11.333333333333334,13.166666666666666
1,4,2017-11-01,0,2017,11,0.0,0.0,3.0,1.0,1.0,1.5
1,5,2017-11-01,2,2017,11,1.0,2.0,2.0,5.0,1.6666666666666667,1.8333333333333333
1,6,2017-11-01,13,2017,11,14.0,9.0,19.0,15.0,14.0,13.833333333333334
1,7,2017-11-01,9,2017,11,0.0,5.0,2.0,0.0,2.3333333333333335,3.0
2,1,2017-11-01,33,2017,11,42.0,37.0,29.0,10.0,36.0,34.166666666666664
2,2,2017-11-01,16,2017,11,32.0,14.0,21.0,19.0,22.333333333333332,22.833333333333332
2,3,2017-11-01,52,2017,11,66.0,36.0,50.0,44.0,50.666666666666664,52.333333333333336
2,4,2017-11-01,6,2017,11,13.0,8.0,8.0,12.0,9.666666666666666,8.833333333333334
2,5,2017-11-01,5,2017,11,5.0,9.0,14.0,7.0,9.333333333333334,6.666666666666667
2,6,2017-11-01,56,2017,11,49.0,36.0,38.0,21.0,41.0,41.666666666666664
2,7,2017-11-01,15,2017,11,22.0,19.0,13.0,0.0,18.0,19.333333333333332
3,1,2017-11-01,1,2017,11,6.0,4.0,2.0,0.0,4.0,4.333333333333333
3,2,2017-11-01,0,2017,11,3.0,2.0,8.0,4.0,4.333333333333333,3.1666666666666665
3,3,2017-11-01,0,2017,11,6.0,4.0,14.0,6.0,8.0,8.0
3,4,2017-11-01,0,2017,11,0.0,0.0,0.0,2.0,0.0,0.16666666666666666
3,5,2017-11-01,0,2017,11,0.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334
3,6,2017-11-01,3,2017,11,6.0,18.0,13.0,7.0,12.333333333333334,8.333333333333334
3,7,2017-11-01,1,2017,11,1.0,5.0,5.0,0.0,3.6666666666666665,3.1666666666666665
1,1,2017-12-01,13,2017,12,12.0,6.0,7.0,9.0,8.333333333333334,7.833333333333333
1,2,2017-12-01,7,2017,12,4.0,8.0,14.0,7.0,8.666666666666666,5.833333333333333
1,3,2017-12-01,17,2017,12,7.0,13.0,7.0,12.0,9.0,12.333333333333334
1,4,2017-12-01,6,2017,12,0.0,0.0,0.0,3.0,0.0,1.1666666666666667
1,5,2017-12-01,0,2017,12,2.0,1.0,2.0,1.0,1.6666666666666667,2.1666666666666665
1,6,2017-12-01,11,2017,12,13.0,14.0,9.0,13.0,12.0,13.0
1,7,2017-12-01,6,2017,12,9.0,0.0,5.0,0.0,4.666666666666667,4.0
2,1,2017-12-01,22,2017,12,33.0,42.0,37.0,19.0,37.333333333333336,35.5
2,2,2017-12-01,16,2017,12,16.0,32.0,14.0,17.0,20.666666666666668,20.833333333333332
2,3,2017-12-01,32,2017,12,52.0,66.0,36.0,61.0,51.333333333333336,53.5
2,4,2017-12-01,7,2017,12,6.0,13.0,8.0,19.0,9.0,8.833333333333334
2,5,2017-12-01,10,2017,12,5.0,5.0,9.0,10.0,6.333333333333333,6.833333333333333
2,6,2017-12-01,28,2017,12,56.0,49.0,36.0,29.0,47.0,42.833333333333336
2,7,2017-12-01,19,2017,12,15.0,22.0,19.0,0.0,18.666666666666668,18.0
3,1,2017-12-01,0,2017,12,1.0,6.0,4.0,3.0,3.6666666666666665,4.0
3,2,2017-12-01,6,2017,12,0.0,3.0,2.0,2.0,1.6666666666666667,3.1666666666666665
3,3,2017-12-01,10,2017,12,0.0,6.0,4.0,6.0,3.3333333333333335,7.166666666666667
3,4,2017-12-01,3,2017,12,0.0,0.0,0.0,3.0,0.0,0.0
3,5,2017-12-01,0,2017,12,0.0,0.0,1.0,0.0,0.3333333333333333,0.8333333333333334
3,6,2017-12-01,1,2017,12,3.0,6.0,18.0,6.0,9.0,8.833333333333334
3,7,2017-12-01,2,2017,12,1.0,1.0,5.0,0.0,2.3333333333333335,3.1666666666666665
1,1,2018-01-01,6,2018,1,13.0,12.0,6.0,14.0,10.333333333333334,9.5
1,2,2018-01-01,3,2018,1,7.0,4.0,8.0,5.0,6.333333333333333,6.333333333333333
1,3,2018-01-01,6,2018,1,17.0,7.0,13.0,15.0,12.333333333333334,12.333333333333334
1,4,2018-01-01,1,2018,1,6.0,0.0,0.0,3.0,2.0,1.8333333333333333
1,5,2018-01-01,2,2018,1,0.0,2.0,1.0,0.0,1.0,1.8333333333333333
1,6,2018-01-01,10,2018,1,11.0,13.0,14.0,9.0,12.666666666666666,12.833333333333334
1,7,2018-01-01,13,2018,1,6.0,9.0,0.0,7.0,5.0,4.333333333333333
2,1,2018-01-01,26,2018,1,22.0,33.0,42.0,29.0,32.333333333333336,33.833333333333336
2,2,2018-01-01,16,2018,1,16.0,16.0,32.0,29.0,21.333333333333332,19.833333333333332
2,3,2018-01-01,40,2018,1,32.0,52.0,66.0,20.0,50.0,48.833333333333336
2,4,2018-01-01,3,2018,1,7.0,6.0,13.0,3.0,8.666666666666666,8.0
2,5,2018-01-01,14,2018,1,10.0,5.0,5.0,11.0,6.666666666666667,8.0
2,6,2018-01-01,32,2018,1,28.0,56.0,49.0,41.0,44.333333333333336,42.166666666666664
2,7,2018-01-01,39,2018,1,19.0,15.0,22.0,24.0,18.666666666666668,16.5
3,1,2018-01-01,7,2018,1,0.0,1.0,6.0,1.0,2.3333333333333335,2.5
3,2,2018-01-01,2,2018,1,6.0,0.0,3.0,1.0,3.0,3.1666666666666665
3,3,2018-01-01,7,2018,1,10.0,0.0,6.0,7.0,5.333333333333333,6.0
3,4,2018-01-01,2,2018,1,3.0,0.0,0.0,2.0,1.0,0.5
3,5,2018-01-01,4,2018,1,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
3,6,2018-01-01,4,2018,1,1.0,3.0,6.0,4.0,3.3333333333333335,7.0
3,7,2018-01-01,4,2018,1,2.0,1.0,1.0,4.0,1.3333333333333333,2.3333333333333335
1,1,2018-02-01,4,2018,2,6.0,13.0,12.0,7.0,10.333333333333334,9.0
1,2,2018-02-01,2,2018,2,3.0,7.0,4.0,8.0,4.666666666666667,6.5
1,3,2018-02-01,10,2018,2,6.0,17.0,7.0,4.0,10.0,10.666666666666666
1,4,2018-02-01,0,2018,2,1.0,6.0,0.0,3.0,2.3333333333333335,1.6666666666666667
1,5,2018-02-01,5,2018,2,2.0,0.0,2.0,1.0,1.3333333333333333,1.5
1,6,2018-02-01,9,2018,2,10.0,11.0,13.0,16.0,11.333333333333334,12.666666666666666
1,7,2018-02-01,6,2018,2,13.0,6.0,9.0,4.0,9.333333333333334,5.833333333333333
2,1,2018-02-01,23,2018,2,26.0,22.0,33.0,34.0,27.0,31.5
2,2,2018-02-01,6,2018,2,16.0,16.0,16.0,19.0,16.0,19.166666666666668
2,3,2018-02-01,26,2018,2,40.0,32.0,52.0,32.0,41.333333333333336,46.0
2,4,2018-02-01,2,2018,2,3.0,7.0,6.0,11.0,5.333333333333333,7.5
2,5,2018-02-01,9,2018,2,14.0,10.0,5.0,3.0,9.666666666666666,9.5
2,6,2018-02-01,26,2018,2,32.0,28.0,56.0,37.0,38.666666666666664,39.833333333333336
2,7,2018-02-01,12,2018,2,39.0,19.0,15.0,20.0,24.333333333333332,21.166666666666668
3,1,2018-02-01,1,2018,2,7.0,0.0,1.0,11.0,2.6666666666666665,3.3333333333333335
3,2,2018-02-01,4,2018,2,2.0,6.0,0.0,9.0,2.6666666666666665,3.5
3,3,2018-02-01,1,2018,2,7.0,10.0,0.0,14.0,5.666666666666667,6.833333333333333
3,4,2018-02-01,0,2018,2,2.0,3.0,0.0,0.0,1.6666666666666667,0.8333333333333334
3,5,2018-02-01,0,2018,2,4.0,0.0,0.0,0.0,1.3333333333333333,1.0
3,6,2018-02-01,3,2018,2,4.0,1.0,3.0,11.0,2.6666666666666665,7.5
3,7,2018-02-01,6,2018,2,4.0,2.0,1.0,6.0,2.3333333333333335,3.0
1,1,2018-03-01,9,2018,3,4.0,6.0,13.0,14.0,7.666666666666667,8.0
1,2,2018-03-01,9,2018,3,2.0,3.0,7.0,5.0,4.0,6.333333333333333
1,3,2018-03-01,6,2018,3,10.0,6.0,17.0,13.0,11.0,10.0
1,4,2018-03-01,0,2018,3,0.0,1.0,6.0,1.0,2.3333333333333335,1.1666666666666667
1,5,2018-03-01,1,2018,3,5.0,2.0,0.0,0.0,2.3333333333333335,2.0
1,6,2018-03-01,9,2018,3,9.0,10.0,11.0,17.0,10.0,11.0
1,7,2018-03-01,6,2018,3,6.0,13.0,6.0,6.0,8.333333333333334,6.5
2,1,2018-03-01,39,2018,3,23.0,26.0,22.0,44.0,23.666666666666668,30.5
2,2,2018-03-01,14,2018,3,6.0,16.0,16.0,13.0,12.666666666666666,16.666666666666668
2,3,2018-03-01,63,2018,3,26.0,40.0,32.0,49.0,32.666666666666664,42.0
2,4,2018-03-01,5,2018,3,2.0,3.0,7.0,8.0,4.0,6.5
2,5,2018-03-01,17,2018,3,9.0,14.0,10.0,4.0,11.0,8.666666666666666
2,6,2018-03-01,39,2018,3,26.0,32.0,28.0,63.0,28.666666666666668,37.833333333333336
2,7,2018-03-01,36,2018,3,12.0,39.0,19.0,18.0,23.333333333333332,21.0
3,1,2018-03-01,8,2018,3,1.0,7.0,0.0,8.0,2.6666666666666665,3.1666666666666665
3,2,2018-03-01,2,2018,3,4.0,2.0,6.0,6.0,4.0,2.8333333333333335
3,3,2018-03-01,16,2018,3,1.0,7.0,10.0,11.0,6.0,4.666666666666667
3,4,2018-03-01,0,2018,3,0.0,2.0,3.0,2.0,1.6666666666666667,0.8333333333333334
3,5,2018-03-01,2,2018,3,0.0,4.0,0.0,0.0,1.3333333333333333,0.8333333333333334
3,6,2018-03-01,4,2018,3,3.0,4.0,1.0,7.0,2.6666666666666665,5.833333333333333
3,7,2018-03-01,5,2018,3,6.0,4.0,2.0,5.0,4.0,3.1666666666666665
