store_id,category_id,month_start,units_sold,store_name,category_name
3,2,2017-05-01,0,Rowlett Bikes,Comfort Bicycles
3,2,2017-06-01,6,Rowlett Bikes,Comfort Bicycles
3,2,2017-07-01,0,Rowlett Bikes,Comfort Bicycles
3,2,2017-08-01,8,Rowlett Bikes,Comfort Bicycles
3,2,2017-09-01,2,Rowlett Bikes,Comfort Bicycles
3,2,2017-10-01,3,Rowlett Bikes,Comfort Bicycles
3,2,2017-11-01,0,Rowlett Bikes,Comfort Bicycles
3,2,2017-12-01,6,Rowlett Bikes,Comfort Bicycles
3,2,2018-01-01,2,Rowlett Bikes,Comfort Bicycles
3,2,2018-02-01,4,Rowlett Bikes,Comfort Bicycles
3,2,2018-03-01,2,Rowlett Bikes,Comfort Bicycles
3,3,2016-01-01,2,Rowlett Bikes,Cruisers Bicycles
3,3,2016-02-01,4,Rowlett Bikes,Cruisers Bicycles
3,3,2016-03-01,8,Rowlett Bikes,Cruisers Bicycles
3,3,2016-04-01,4,Rowlett Bikes,Cruisers Bicycles
3,3,2016-05-01,11,Rowlett Bikes,Cruisers Bicycles
3,3,2016-06-01,6,Rowlett Bikes,Cruisers Bicycles
3,3,2016-07-01,3,Rowlett Bikes,Cruisers Bicycles
3,3,2016-08-01,20,Rowlett Bikes,Cruisers Bicycles
3,3,2016-09-01,13,Rowlett Bikes,Cruisers Bicycles
3,3,2016-10-01,8,Rowlett Bikes,Cruisers Bicycles
3,3,2016-11-01,6,Rowlett Bikes,Cruisers Bicycles
3,3,2016-12-01,6,Rowlett Bikes,Cruisers Bicycles
3,3,2017-01-01,7,Rowlett Bikes,Cruisers Bicycles
3,3,2017-02-01,14,Rowlett Bikes,Cruisers Bicycles
3,3,2017-03-01,11,Rowlett Bikes,Cruisers Bicycles
3,3,2017-04-01,3,Rowlett Bikes,Cruisers Bicycles
3,3,2017-05-01,5,Rowlett Bikes,Cruisers Bicycles
3,3,2017-06-01,17,Rowlett Bikes,Cruisers Bicycles
3,3,2017-07-01,2,Rowlett Bikes,Cruisers Bicycles
3,3,2017-08-01,14,Rowlett Bikes,Cruisers Bicycles
3,3,2017-09-01,4,Rowlett Bikes,Cruisers Bicycles
3,3,2017-10-01,6,Rowlett Bikes,Cruisers Bicycles
3,3,2017-11-01,0,Rowlett Bikes,Cruisers Bicycles
3,3,2017-12-01,10,Rowlett Bikes,Cruisers Bicycles
3,3,2018-01-01,7,Rowlett Bikes,Cruisers Bicycles
3,3,2018-02-01,1,Rowlett Bikes,Cruisers Bicycles
3,3,2018-03-01,16,Rowlett Bikes,Cruisers Bicycles
3,4,2016-01-01,2,Rowlett Bikes,Cyclocross Bicycles
3,4,2016-02-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2016-03-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2016-04-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2016-05-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2016-06-01,4,Rowlett Bikes,Cyclocross Bicycles
3,4,2016-07-01,2,Rowlett Bikes,Cyclocross Bicycles
3,4,2016-08-01,1,Rowlett Bikes,Cyclocross Bicycles
3,4,2016-09-01,3,Rowlett Bikes,Cyclocross Bicycles
3,4,2016-10-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2016-11-01,2,Rowlett Bikes,Cyclocross Bicycles
3,4,2016-12-01,3,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-01-01,2,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-02-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-03-01,2,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-04-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-05-01,1,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-06-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-07-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-08-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-09-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-10-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-11-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2017-12-01,3,Rowlett Bikes,Cyclocross Bicycles
3,4,2018-01-01,2,Rowlett Bikes,Cyclocross Bicycles
3,4,2018-02-01,0,Rowlett Bikes,Cyclocross Bicycles
3,4,2018-03-01,0,Rowlett Bikes,Cyclocross Bicycles
3,5,2016-01-01,2,Rowlett Bikes,Electric Bikes
3,5,2016-02-01,0,Rowlett Bikes,Electric Bikes
3,5,2016-03-01,0,Rowlett Bikes,Electric Bikes
3,5,2016-04-01,0,Rowlett Bikes,Electric Bikes
3,5,2016-05-01,0,Rowlett Bikes,Electric Bikes
3,5,2016-06-01,2,Rowlett Bikes,Electric Bikes
3,5,2016-07-01,1,Rowlett Bikes,Electric Bikes
3,5,2016-08-01,1,Rowlett Bikes,Electric Bikes
3,5,2016-09-01,2,Rowlett Bikes,Electric Bikes
3,5,2016-10-01,2,Rowlett Bikes,Electric Bikes
3,5,2016-11-01,1,Rowlett Bikes,Electric Bikes
3,5,2016-12-01,0,Rowlett Bikes,Electric Bikes
3,5,2017-01-01,0,Rowlett Bikes,Electric Bikes
3,5,2017-02-01,0,Rowlett Bikes,Electric Bikes
3,5,2017-03-01,0,Rowlett Bikes,Electric Bikes
3,5,2017-04-01,0,Rowlett Bikes,Electric Bikes
3,5,2017-05-01,0,Rowlett Bikes,Electric Bikes
3,5,2017-06-01,3,Rowlett Bikes,Electric Bikes
3,5,2017-07-01,0,Rowlett Bikes,Electric Bikes
3,5,2017-08-01,1,Rowlett Bikes,Electric Bikes
3,5,2017-09-01,1,Rowlett Bikes,Electric Bikes
3,5,2017-10-01,0,Rowlett Bikes,Electric Bikes
3,5,2017-11-01,0,Rowlett Bikes,Electric Bikes
3,5,2017-12-01,0,Rowlett Bikes,Electric Bikes
3,5,2018-01-01,4,Rowlett Bikes,Electric Bikes
3,5,2018-02-01,0,Rowlett Bikes,Electric Bikes
3,5,2018-03-01,2,Rowlett Bikes,Electric Bikes
3,6,2016-01-01,1,Rowlett Bikes,Mountain Bikes
3,6,2016-02-01,7,Rowlett Bikes,Mountain Bikes
3,6,2016-03-01,8,Rowlett Bikes,Mountain Bikes
3,6,2016-04-01,3,Rowlett Bikes,Mountain Bikes
3,6,2016-05-01,5,Rowlett Bikes,Mountain Bikes
3,6,2016-06-01,7,Rowlett Bikes,Mountain Bikes
3,6,2016-07-01,3,Rowlett Bikes,Mountain Bikes
3,6,2016-08-01,6,Rowlett Bikes,Mountain Bikes
3,6,2016-09-01,14,Rowlett Bikes,Mountain Bikes
3,6,2016-10-01,3,Rowlett Bikes,Mountain Bikes
3,6,2016-11-01,7,Rowlett Bikes,Mountain Bikes
3,6,2016-12-01,6,Rowlett Bikes,Mountain Bikes
3,6,2017-01-01,4,Rowlett Bikes,Mountain Bikes
3,6,2017-02-01,11,Rowlett Bikes,Mountain Bikes
3,6,2017-03-01,7,Rowlett Bikes,Mountain Bikes
3,6,2017-04-01,8,Rowlett Bikes,Mountain Bikes
3,6,2017-05-01,0,Rowlett Bikes,Mountain Bikes
3,6,2017-06-01,12,Rowlett Bikes,Mountain Bikes
3,6,2017-07-01,1,Rowlett Bikes,Mountain Bikes
3,6,2017-08-01,13,Rowlett Bikes,Mountain Bikes
3,6,2017-09-01,18,Rowlett Bikes,Mountain Bikes
3,6,2017-10-01,6,Rowlett Bikes,Mountain Bikes
3,6,2017-11-01,3,Rowlett Bikes,Mountain Bikes
3,6,2017-12-01,1,Rowlett Bikes,Mountain Bikes
3,6,2018-01-01,4,Rowlett Bikes,Mountain Bikes
3,6,2018-02-01,3,Rowlett Bikes,Mountain Bikes
3,6,2018-03-01,4,Rowlett Bikes,Mountain Bikes
3,7,2016-01-01,0,Rowlett Bikes,Road Bikes
3,7,2016-02-01,0,Rowlett Bikes,Road Bikes
3,7,2016-03-01,0,Rowlett Bikes,Road Bikes
3,7,2016-04-01,0,Rowlett Bikes,Road Bikes
3,7,2016-05-01,0,Rowlett Bikes,Road Bikes
3,7,2016-06-01,0,Rowlett Bikes,Road Bikes
3,7,2016-07-01,0,Rowlett Bikes,Road Bikes
3,7,2016-08-01,0,Rowlett Bikes,Road Bikes
3,7,2016-09-01,0,Rowlett Bikes,Road Bikes
3,7,2016-10-01,0,Rowlett Bikes,Road Bikes
3,7,2016-11-01,0,Rowlett Bikes,Road Bikes
3,7,2016-12-01,0,Rowlett Bikes,Road Bikes
3,7,2017-01-01,4,Rowlett Bikes,Road Bikes
3,7,2017-02-01,6,Rowlett Bikes,Road Bikes
3,7,2017-03-01,5,Rowlett Bikes,Road Bikes
3,7,2017-04-01,6,Rowlett Bikes,Road Bikes
3,7,2017-05-01,1,Rowlett Bikes,Road Bikes
3,7,2017-06-01,7,Rowlett Bikes,Road Bikes
3,7,2017-07-01,0,Rowlett Bikes,Road Bikes
3,7,2017-08-01,5,Rowlett Bikes,Road Bikes
3,7,2017-09-01,5,Rowlett Bikes,Road Bikes
3,7,2017-10-01,1,Rowlett Bikes,Road Bikes
3,7,2017-11-01,1,Rowlett Bikes,Road Bikes
3,7,2017-12-01,2,Rowlett Bikes,Road Bikes
3,7,2018-01-01,4,Rowlett Bikes,Road Bikes
3,7,2018-02-01,6,Rowlett Bikes,Road Bikes
3,7,2018-03-01,5,Rowlett Bikes,Road Bikes
